Key	Type	Desc	Português [c0]
Items/LarvaMeat	Text		carne de larva
Items/LarvaMeatDesc	Text		Apenas os verdadeiros sobreviventes comem cru.
Items/LarvaRing	Text		anel de larva
Items/LarvaRingDesc	Text		Um anel vivo, não para o squirmish usar.
Items/LarvaSkewer	Text		Espeto De Larva
Items/LarvaSkewerDesc	Text		Uma maneira bastante cruel de empilhar carne para uso posterior.
Items/LarvaSpikeClub	Text		Larva Spike Club
Items/LarvaSpikeClubDesc	Text		Uma arma contundente que é difícil de suportar.
Items/LarvaTrophy	Text		estatueta de larva
Items/LarvaTrophyDesc	Text		Uma representação realista de uma larva.
Items/LarvaskinRug	Text		tapete de pele de larvas
Items/LarvaskinRugDesc	Text		Este tapete grosseiro funciona como um troféu para a larva caçada que forneceu sua pele.
Items/LarvaskinRugRed	Text		Tapete de pele de larva
Items/LarvaskinRugRedDesc	Text		Este tapete grosseiro funciona como um troféu para a larva da colméia caçada que forneceu sua pele.
Items/LarvaskinTent	Text		Tenda Larvaskin
Items/LarvaskinTentDesc	Text		Este tipo simples de habitação deve ter usado muitas peles de larva. Existem manchas de outras criaturas lançadas também.
Items/LavaAxe	Text		Lava Machado de Batalha
Items/LavaAxeDesc	Text		Uma arma pesada e fumegante que parece ter acabado de sair da forja.
Items/LavaBreastArmor	Text		Armadura de Torso de Magma
Items/LavaBreastArmorDesc	Text		Esta armadura de fogo é quase quente demais para manusear, mas torna-se bem-humorada quando usada.
Items/LavaButterflyTrophy	Text		estatueta de borboleta de lava
Items/LavaButterflyTrophyDesc	Text		Uma representação realista de uma borboleta de lava
Items/LavaHelm	Text		Armadura Chifre de Magma
Items/LavaHelmDesc	Text		Um equipamento incrível que faz voce parecer o prenúncio da desgraça.
Items/LavaPantsArmor	Text		Armadura Magma Shin
Items/LavaPantsArmorDesc	Text		Uma armadura de perna derretida feita de pedra líquida, dando às pernas quentes uma definição totalmente nova.
Items/LavaPost1	Text		Madeira quebrada da pedreira
Items/LavaPost1Desc	Text		Metade de uma construção de madeira quebrada que parecia ter mantido alguma coisa no lugar.
Items/LavaPost2	Text		Madeira de pedreira grande
Items/LavaPost2Desc	Text		Uma construção de madeira usada para manter o minério e as rochas acima do fogo. Um aumento nas temperaturas tornou-o inutilizável.
Items/LavaRock	Text		Rocha de lava
Items/LavaRockDesc	Text		Voce não tem certeza por que fez isso... mas pelo menos agora voce tem uma pedra muito quente.
Items/LavaShield	Text		Égide Ardente
Items/LavaShieldDesc	Text		A crosta de rocha fundida, formada para ser empunhada como um escudo.
Items/LavaSlime	Text		Magma Slime
Items/LavaSlimeBossChest	Text		Baú de Ígneo
Items/LavaSlimeBossChestDesc	Text		Um baú coberto de magma que lembra a Massa Fundida.
Items/LavaSlimeBossScanner	Text		Ígneo, o Scanner de Massa Fundida
Items/LavaSlimeBossScannerDesc	Text		Escaneia o mundo em busca de Ígneo, a Massa Fundida. Consumido na varredura bem-sucedida.
Items/LavaSlimeDesc	Text		Uma bolha escura de lodo flamejante. Pode ser processado posteriormente.
Items/LavaSlimeTrophy	Text		estatueta de limo de lava
Items/LavaSlimeTrophyDesc	Text		Uma representação realista de um Lava Slime.
Items/LavaWoodenDestructible	Text		Caixa carbonizada
Items/LavaWoodenDestructibleDesc	Text		Esta caixa de madeira foi escurecida por um ambiente escaldante.
Items/LeafFossil	Text		folha fóssil
Items/LeafFossilDesc	Text		Prova de um ambiente outrora próspero.
Items/LeatherFrame	Text		Estrutura de Fixação
Items/LeatherFrameDesc	Text		Esta estrutura de madeira foi usada para esticar a pele da larva e transformá-la em couro.
Items/LeatherFrameSmall	Text		Estrutura de Fixação Pequena
Items/LeatherFrameSmallDesc	Text		Esta pequena moldura de madeira utilizava até a menor larva para transformar sua pele em couro.
Items/LegendaryBow	Text		Faísca Fantasma
Items/LegendaryBowDesc	Text		Um arco lendário, feito com maestria, que atira projéteis de energia pura. Às vezes, eles perfuram o véu do tempo e do espaço, invocando os espíritos do passado.
Items/LegendaryBowParchment	Text		glifo pergaminho
Items/LegendaryBowParchmentDesc	Text		Um pedaço de papel antigo excepcionalmente bem preservado. Existem glifos e imagens que mostram como forjar uma poderosa arma antiga.
Items/LegendaryBowPart1	Text		Pedra Preciosa Canalizadora
Items/LegendaryBowPart1Desc	Text		Uma pedra preciosa antiga especialmente esculpida que concentra a energia em sua ponta. Parece ser a peça central de uma arma antiga e poderosa.
Items/LegendaryBowPart2	Text		Membros Fraturados
Items/LegendaryBowPart2Desc	Text		Peças de ouro que antes pareciam estar fundidas para suportar grande pressão. Algo inerentemente poderoso deve te-los separado.
Items/LegendaryBowPart3	Text		Cadeia de Energia
Items/LegendaryBowPart3Desc	Text		Um filamento fino que tem pedaços microscópicos de pedras preciosas antigas entrelaçadas nele. A sua existencia é a prova do domínio absoluto dos materiais por parte de quem a criou.
Items/LegendaryMiningPick	Text		Buscador de alma
Items/LegendaryMiningPickDesc	Text		Um protótipo sucessor do Ancient Mining Pick que havia sido deixado inacabado antes. Nos incendios da Antiga Forja, agora estava finalmente concluído.
Items/LegendaryMiningPickParchment	Text		pergaminho cifrado
Items/LegendaryMiningPickParchmentDesc	Text		Um pergaminho excepcionalmente bem preservado feito de papel dourado. Entre as runas com bordas azuis estão desenhos de uma antiga forja que lembra o rosto de um cavernícola.
Items/LegendarySword	Text		Canção Rúnica
Items/LegendarySwordBlade	Text		lâmina lascada
Items/LegendarySwordBladeDesc	Text		Um pedaço de uma arma antiga. Sua aparencia de vidro faz com que pareça frágil, mas é mais duro do que qualquer outro material que voce já viu.
Items/LegendarySwordDesc	Text		Uma espada lendária que zumbe quando balançada no ar. Sua durabilidade é um sinal de habilidade extraordinária e tem o poder de derrotar os inimigos com um único golpe.
Items/LegendarySwordGemstone	Text		Pedra Preciosa Clara
Items/LegendarySwordGemstoneDesc	Text		Um pedaço de uma arma antiga. Embora seja do mesmo material das pedras preciosas antigas, esta parece estranhamente clara e infundida com uma energia estranha.
Items/LegendarySwordParchment	Text		Pergaminho Rúnico
Items/LegendarySwordParchmentDesc	Text		Um pedaço de papel antigo excepcionalmente bem preservado. As runas são impossíveis de decifrar, mas pequenos símbolos sugerem ser a receita de uma arma estranha.
Items/Lever	Text		Alavanca
Items/LeverDesc	Text		Gera uma baixa quantidade de eletricidade que pode ser ligada e desligada.
Items/LockedCopperChest	Text		Baú de cobre trancado
Items/LockedCopperChestDesc	Text		Um baú tosco feito de cobre com correntes pesadas amarradas em volta dele. Pode ser aberto com a chave certa.
Items/LockedGalaxiteChest	Text		Baú Galaxite Trancado
Items/LockedGalaxiteChestDesc	Text		Um baú indestrutível feito de galaxite com correntes pesadas amarradas em torno dele. Pode ser aberto com a chave certa.
Items/LockedIronChest	Text		Baú de Ferro Trancado
Items/LockedIronChestDesc	Text		Um velho baú feito de ferro com correntes pesadas amarradas em volta dele. Pode ser aberto com a chave certa.
Items/LockedOctarineChest	Text		Baú Octarina Trancado
Items/LockedOctarineChestDesc	Text		Um baú desajeitado feito de octarina com correntes pesadas amarradas em volta dele. Pode ser aberto com a chave certa.
Items/LockedScarletChest	Text		Baú Escarlate Trancado
Items/LockedScarletChestDesc	Text		Um baú robusto feito de escarlate com correntes pesadas amarradas em volta dele. Pode ser aberto com a chave certa.
Items/LogicCircuit	Text		Circuito Lógico
Items/LogicCircuitDesc	Text		A eletricidade pode se mover através do circuito quando recebe eletricidade em exatamente 2 das 3 entradas.
Items/LoomSpinningWheel	Text		Tear
Items/LoomSpinningWheelDesc	Text		Este dispositivo arcaico permite transformar a fibra em belas roupas e fantasias.
Items/LooseFlooring	Text	"A decorative flooring item like bricks or stone plates, they can change design a bit depending on what the player color them hence why we don't call it just ""stone plates"" or so"	Piso solto
Items/LooseFlooringDesc	Text		Uma coleção de cobertura de solo viável feita de argila. Um verdadeiro hobby pode transformá-los em diferentes formas e cores.
Items/LostPaddle	Text		Remo perdido
Items/LostPaddleDesc	Text		Em algum lugar alguém deve remar em círculos.
Items/LuckyRing	Text		anel da sorte
Items/LuckyRingDesc	Text		Um anel feito barato de uma máquina de venda automática. Se voce acreditar bastante, pode se sentir mais sortudo.
Items/LumpOfCoal	Text		Pedaço de carvão
Items/LumpOfCoalDesc	Text		Um pedaço de carvão empoeirado que deixa suas mãos pretas e sua consciência manchada. Você talvez tenha sido impertinente?
Items/LuxuriousHandmirror	Text		luxuoso espelho de mão
Items/LuxuriousHandmirrorDesc	Text		Espelho de mão em ótimo estado. Claramente alguém tinha um senso de beleza.
Items/MagicMirror	Text		Espelho mágico
Items/MagicMirrorDesc	Text		Esta misteriosa peça de mobília foi aprimorada de maneiras estranhas. Olhando para ele torna possível mudar sua aparência.
Items/MagneticRing	Text		anel magnético
Items/MagneticRingDesc	Text		Um anel estranho que atrai saques ao seu redor em um raio maior. Ímãs, como funcionam?
Items/MalugazTrophy	Text		Estatueta Malugaz
Items/MalugazTrophyDesc	Text		Uma representação realista de Malugaz, o Corrompido.
Items/Mannequin	Text		Manequim
Items/MannequinDesc	Text		Uma figura de madeira que é ótima para exibir equipamentos e se sentir menos sozinho.
Items/MechanicalArm	Text		Braço Mecânico
Items/MechanicalArmDesc	Text		Uma peça crescida de tecnologia antiga. As articulações são rígidas, mas deve ter realizado tarefas notáveis ​​no passado.
Items/MechanicalPart	Text		Parte Mecânica
Items/MechanicalPartDesc	Text		Uma peça de maquinaria antiga.
Items/MeltingCrystalRing	Text		Anel de Cristal Derretido
Items/MeltingCrystalRingDesc	Text		Um anel pegajoso pingando lodo escorregadio no chão.
Items/MetalGrateBridge	Text		grade de metal
Items/MetalGrateBridgeDesc	Text		Uma ponte de metal que foi usada para atravessar lava na pedreira derretida.
Items/MildewLeaf	Text		folha de mofo
Items/MildewLeafDesc	Text		Uma folha com manchas brancas de mofo, fora isso parece ilesa.
Items/Minecart	Text		Minecart
Items/MinecartDesc	Text		Permite andar nas ferrovias.
Items/MinerBreastArmor	Text		Ação trabalhista do mineiro
Items/MinerBreastArmorDesc	Text		Um traje hermético com zíper para trabalhar em cavernas profundas. O laranja chamativo o torna oficial.
Items/MinerHelm	Text		Elmo Protetor do Mineiro
Items/MinerHelmDesc	Text		Um prático leme com óculos integrados e um farol ainda em funcionamento.
Items/MinerPantsArmor	Text		Calças Miner's Worker
Items/MinerPantsArmorDesc	Text		Calças bem ajustadas que tornam a travessia do subterrâneo muito mais conveniente. Vem com botas de borracha estridente.
Items/MoldChest	Text		caixa de molde
Items/MoldChestDesc	Text		Este baú antigo foi coberto de mofo.
Items/MoldCicada	Text		mofo cigarra
Items/MoldCicadaDesc	Text		Uma cigarra colossal que morreu antes que pudesse se livrar de seu casco. Parece que foi infectado com um molde agressivo que o fez ficar furioso.
Items/MoldDestructible	Text		Recipiente de Molde
Items/MoldDestructibleDesc	Text		Um fungo oco e difuso. Quebrá-lo pode render alguns bens úteis.
Items/MoldDew	Text		Mold Dew
Items/MoldDewDesc	Text		Orvalho dourado que emanava de esporos de mofo, talvez alguém possa encontrar um uso para ele.
Items/MoldPillar	Text		pilar de molde
Items/MoldPillarDesc	Text		Um pilar antigo com o núcleo coberto de mofo.
Items/MoldRing	Text		anel de molde
Items/MoldRingDesc	Text		Um anel macio liberando lentamente esporos de mofo.
Items/MoldShark	Text		mofo tubarão
Items/MoldSharkDesc	Text		Um pequeno predador das águas turvas do mofo.
Items/MoldShell	Text		Concha de Molde
Items/MoldShellDesc	Text		A habitação difusa e pálida de uma criatura que se mudou.
Items/MoldTentacleTrophy	Text		estatueta de tentáculo de mofo
Items/MoldTentacleTrophyDesc	Text		Uma representação realista de um Tentáculo de Molde.
Items/MoldTree	Text		árvore de mofo
Items/MoldTreeDesc	Text		Uma árvore outrora verde que está completamente infectada com mofo.
Items/MoldVeinNecklace	Text		Colar de Veia de Molde
Items/MoldVeinNecklaceDesc	Text		Um círculo de filamentos orgânicos brancos, ele se prende à pele.
Items/MoldWell	Text		molde bem
Items/MoldWellDesc	Text		Voce certamente não quer regar suas plantas com seu conteúdo.
Items/MoltenButterflyWing	Text		Asa de lava derretendo
Items/MoltenButterflyWingDesc	Text		A asa de uma borboleta de lava, balançando-a faz com que faíscas voem em todas as direções.
Items/MorphaBag	Text		Saco de bolhas de Morpha
Items/MorphaBagDesc	Text		Uma bolsa elástica com muito espaço que se formou a partir de um dos crescimentos externos de Morpha.
Items/MorphaChest	Text		Baú de Morpha
Items/MorphaChestDesc	Text		Um baú coberto de lodo que lembra a Massa Aquática.
Items/MorphaRing	Text		Anel de Morpha
Items/MorphaRingDesc	Text		Um pequeno laço estranho feito de lodo azul, quase escorrega do seu dedo.
Items/MorphaTrophy	Text		estatueta Morpha
Items/MorphaTrophyDesc	Text		Uma representação realista de Morpha, a Massa Aquática.
Items/MucusAmoeba	Text		Muco Ameba
Items/MucusAmoebaDesc	Text		Uma ameba gigante viscosa, parece estar olhando para voce.
Items/Mushroom	Text		Cogumelo
Items/MushroomDesc	Text		Um pequeno cogumelo da caverna, perfeito para um lanche em movimento.
Items/MushroomEnemyTrophy	Text		estatueta Shrooman
Items/MushroomEnemyTrophyDesc	Text		Uma representação realista de um shrooman.
Items/MushroomPlural	Text		cogumelos
Items/MusicBowl	Text		Music Bowl
Items/MusicBowlDesc	Text		Uma tigela preciosa segurando um cilindro dourado. Toca uma melodia fraca, quase melancólica.
Items/MusicSheetCookServeDelicious3ItsDangerousToGoAlone	Text		Prerigo – É perigoso ir sozinho
Items/MusicSheetCookServeDelicious3ItsDangerousToGoAloneDesc	Text		Uma composição contendo uma melodia motivadora. Colocá-lo em um suporte de partitura permite tocar a melodia com um instrumento.
Items/MusicSheetCoreKeeperBaseTheme	Text		Core Keeper - Tema Base
Items/MusicSheetCoreKeeperBaseThemeDesc	Text		Uma composição contendo uma melodia caseira. Colocá-lo em um suporte de partitura permite tocar a melodia com um instrumento.
Items/MusicSheetHappyBirthday	Text		feliz Aniversário
Items/MusicSheetHappyBirthdayDesc	Text		Uma composição contendo uma melodia comemorativa de aniversário. Colocá-lo em um suporte de partitura permite tocar a melodia com um instrumento.
Items/MusicSheetOwlBoyMainTheme	Text		Eai Cara - Título Principal
Items/MusicSheetOwlBoyMainThemeDesc	Text		Uma composição que contém uma melodia edificante. Colocá-lo em um suporte de partitura permite tocar a melodia com um instrumento.
Items/MusicSheetStand	Text		Suporte para partituras
Items/MusicSheetStandDesc	Text		Uma peça de mobiliário útil para sustentar partituras. Quando uma partitura é inserida, pode-se tocar a melodia que ela contém com um instrumento.
Items/MusicSheetTerrariaJourneysBeginning	Text		Terraria - O começo da jornada
Items/MusicSheetTerrariaJourneysBeginningDesc	Text		Uma composição que contém uma melodia aventureira. Colocá-lo em um suporte de partitura permite tocar a melodia com um instrumento.
Items/MusicWorkbench	Text		Mesa de Musica
Items/MusicWorkbenchDesc	Text		Esta mesa de escritores desperta a inspiração para ferramentas e composições usadas para reger música.
Items/MysteriousIdol	Text		ídolo misterioso
Items/MysteriousIdolDesc	Text		Uma estátua de núcleo cristalino. Pode atrair alguém em busca de ídolos misteriosos se colocado em uma sala habitável.
Items/NatureCavelingMoss	Text		musgo exuberante
Items/NatureCavelingMossDesc	Text		Plantas terrestres encontradas no Deserto de Azeos. Eles cultivam pequenas bagas que atraem Cavernosos da área correspondente.
Items/NatureDestructible	Text		vaso de flor
Items/NatureDestructibleDesc	Text		Uma planta amarela contendo pilhagem orgânica.
Items/NatureWoodenDestructible	Text		Caixa de madeira coberta de mato
Items/NatureWoodenDestructibleDesc	Text		Uma caixa que foi parcialmente recuperada pela natureza. Está contendo bens úteis.
Items/NobleRing	Text		anel nobre
Items/NobleRingDesc	Text		Um anel de aparencia cara com um rubi. Deve ter pertencido a alguém rico.
